poem_line,cluster_label,tsne_dim1,tsne_dim2
纵使晴明无雨色,14,29.570692,-13.595897
大雅久不作,7,-29.232386,-24.124645
吾衰竟谁陈,6,-23.00801,10.667133
正声何微茫,9,-17.574043,-38.417084
哀怨起骚人,5,-44.186115,0.65726286
我志在删述,15,30.143547,34.840973
垂辉映千春,14,56.17716,12.937513
希圣如有立,4,29.48189,34.07857
绝笔于获麟,7,-21.504528,11.788139
虎视何雄哉,15,43.040684,29.46097
茫然使心哀,5,-52.12194,-19.864435
何由睹蓬莱,19,10.777604,-15.772493
楼船几时回,16,5.7327023,-18.677233
齐有倜傥生,4,33.12801,17.205803
鲁连特高妙,4,32.753757,16.807913
后世仰末照,4,11.676745,-1.6568701
意轻千金赠,4,23.542347,23.114492
顾向平原笑,14,58.440716,-8.451854
吾亦澹荡人,8,45.267258,-24.300146
拂衣可同调,8,30.750446,10.073372
喧呼救边急,1,6.509971,42.318214
长号别严亲,11,-62.37523,-3.4554815
日月惨光晶,1,-39.727123,17.08513
泣尽继以血,1,-46.02761,19.28568
心摧两无声,11,-51.127003,6.8075333
困兽当猛虎,15,34.202293,28.03602
穷鱼饵奔鲸,18,16.3112,14.717071
千去不一回,16,6.1582956,-7.9410844
投躯岂全生,15,39.186417,40.285675
笑杀邯郸人,18,60.29814,-8.856967
雕虫丧天真,7,-22.5931,11.59095
安得郢中质,16,10.063238,-17.499125
一挥成风斤,4,35.09585,11.253411
白发死章句,6,-22.61207,10.767306
茫如坠烟雾,19,1.6460804,-6.0314403
君非叔孙通,18,6.1262727,18.952559
与我本殊伦,18,7.3505683,18.827534
时事且未达,7,-14.021855,23.987612
归耕汶水滨,8,48.467815,-18.376057
宠极爱还歇,18,14.03435,20.791576
妒深情却疏,18,-8.618658,39.49843
君情与妾意,0,17.126648,-31.265162
各自东西流,3,-10.0659485,-16.572123
以色事他人,18,-17.319668,7.0022273
能得几时好,6,-25.085443,-35.02591
狂风吹我心,16,-54.745777,3.218549
此情不可道,0,3.0112226,-40.271877
此别何时遇,3,-25.554127,-14.460472
怀古钦英风,4,11.288626,-2.0331237
叹息此人去,3,-30.254139,-13.995025
萧条徐泗空,9,-39.921562,-23.691776
欢言得所憩,14,46.5506,-11.08321
美酒聊共挥,2,50.44814,-2.5946617
我醉君复乐,2,51.24265,-3.7719524
陶然共忘机,8,46.92636,-13.672681
引领意无限,16,34.181908,-2.4116442
心中与之然,12,23.99267,-5.571475
托兴每不浅,8,37.110218,-3.1391687
何当造幽人,16,14.671373,-17.131296
灭迹栖绝巘,9,9.594513,2.9549267
处世若大梦,8,-3.4987836,-4.218879
胡为劳其生,7,-21.461418,21.94928
所以终日醉,2,47.956627,-3.7144947
颓然卧前楹,8,20.215624,-10.506852
感之欲叹息,7,-26.664095,2.7733636
对酒还自倾,2,49.323265,-1.7530317
浩歌待明月,16,43.29713,3.8308759
曲尽已忘情,8,-17.251173,-21.836496
独酌无相亲,9,-32.933247,-28.806757
行乐须及春,2,57.218674,-1.4785482
永结无情游,8,33.76002,-2.9107397
相期邈云汉,16,-12.632791,-24.5703
羞颜未尝开,10,-8.541181,18.214928
感此伤妾心,11,-52.404064,-2.375487
坐愁红颜老,5,-28.174234,-0.6219588
思归多苦颜,5,-30.13856,-7.809483
叹息未应闲,7,-27.47529,2.7517066
总是玉关情,17,-21.328772,-13.077863
何日平胡虏,15,36.399876,34.847256
良人罢远征,12,24.571909,-3.7320793
那堪把剪刀,7,-11.504516,2.2508192
几日到临洮,16,12.090332,-16.451483
拖船一何苦,13,-32.78823,21.362087
心摧泪如雨,11,-58.642403,0.62597567
掩泪悲千古,11,-57.81929,5.6338296
不觉鬓成丝,6,-17.101305,-0.50409037
为我一挥手,16,31.868889,4.8071756
客心洗流水,8,28.434626,-29.58651
世人见我恒殊调,18,8.073021,18.518648
闻余大言皆冷笑,18,8.022506,30.178709
丈夫未可轻年少,15,39.820534,25.542742
笑杀山公醉似泥,2,60.040047,-8.630278
泪亦不能为之堕,15,21.313215,19.26086
心亦不能为之哀,18,21.337317,19.36125
李白与尔同死生,15,22.133486,4.966841
噫吁嚱,19,-18.516504,-43.7863
危乎高哉,10,-16.102396,12.367908
蜀道之难难于上青天,10,-16.434803,13.14358
猿猱欲度愁攀援,10,-16.829279,13.665775
以手抚膺坐长叹,11,-26.751068,4.2947273
问君西游何时还,19,3.3342628,-19.048237
畏途巉岩不可攀,10,-15.644364,13.61742
又闻子规啼夜月,5,-47.849926,-10.017173
愁空山,5,-34.991844,-2.7727504
蜀道之难难于上青天,10,-16.436111,13.139235
使人听此凋朱颜,11,-20.534027,1.3889658
嗟尔远道之人胡为乎来哉,19,0.42058223,-17.405739
锦城虽云乐,14,26.492035,-9.642755
不如早还家,17,-5.323317,-14.666357
蜀道之难难于上青天,10,-16.436111,13.139235
侧身西望长咨嗟,7,-20.4134,-39.393143
停杯投箸不能食,7,-31.622707,13.659356
拔剑四顾心茫然,7,-52.146877,-19.922989
行路难,7,-17.632166,15.799924
多歧路,19,-0.4316818,-5.533512
今安在,19,1.0039932,1.3439878
长风破浪会有时,15,41.701572,17.179916
直挂云帆济沧海,15,41.88799,17.20807
万里长征战,15,40.59296,31.280483
三军尽衰老,6,-34.934692,12.403456
野战格斗死,1,-46.545483,20.62322
败马号鸣向天悲,1,-48.025383,12.824542
乌鸢啄人肠,1,-39.582355,16.158361
衔飞上挂枯树枝,16,9.560999,4.4651203
士卒涂草莽,1,-46.350502,22.520428
将军空尔为,7,-9.874675,31.767212
乃知兵者是凶器,1,1.8932528,41.425644
圣人不得已而用之,18,11.486245,18.146872
孤灯不明思欲绝,5,-29.199614,-10.747276
卷帷望月空长叹,3,-32.46807,-15.617217
天长路远魂飞苦,5,-29.294115,-8.66334
长相思,0,2.0396376,-35.313023
摧心肝,11,-51.067142,7.3299756
月明如素愁不眠,5,-33.308155,-4.7563534
此曲有意无人传,7,-30.302645,-25.259016
忆君迢迢隔青天,3,-23.75361,-19.174389
昔日横波目,0,13.401432,-36.800915
今作流泪泉,11,-57.891365,0.5459899
不信妾断肠,0,-62.234978,-9.162309
归来看取明镜前,19,7.233868,-11.243174
何时见阳春,16,8.331761,-19.88984
狂客落魄尚如此,18,36.333138,9.378913
何况壮士当群雄,15,41.2234,27.243795
白日不照吾精诚,7,-12.106878,27.994768
杞国无事忧天倾,10,-3.8496997,12.550182
世人见我轻鸿毛,18,11.335026,27.391796
梁甫吟,7,-21.605886,-43.3054
声正悲,11,-48.186947,4.95213
阻积雪兮心烦劳,13,-30.312054,4.4796305
愀空山而愁人,5,-34.99681,-8.0056095
吾诚不能学二子沽名矫节以耀世兮,18,5.994965,22.822632
固将弃天地而遗身,15,24.025988,21.621756
白鸥兮飞来,14,35.99639,-15.633003
长与君兮相亲,0,16.660875,-31.064322
君不见高堂明镜悲白发,6,-15.729775,-1.9747455
朝如青丝暮成雪,6,-16.062057,-2.2652962
人生得意须尽欢,2,53.188335,-1.6666764
莫使金樽空对月,16,27.861443,-23.432568
天生我材必有用,4,42.56728,20.367136
千金散尽还复来,2,42.72431,20.106949
烹羊宰牛且为乐,2,53.725285,-2.2273302
会须一饮三百杯,2,51.68913,1.0471756
将进酒,2,51.78789,1.5476395
杯莫停,2,52.75591,-0.0095629115
钟鼓馔玉不足贵,18,23.628508,25.101841
但愿长醉不复醒,2,47.27584,-3.0985162
古来圣贤皆寂寞,7,-29.452969,-26.679575
惟有饮者留其名,2,49.020386,-0.32327712
五花马,2,21.494047,33.980587
千金裘,4,21.488195,33.625797
呼儿将出换美酒,2,51.47784,0.26924115
与尔同销万古愁,5,27.340776,-5.0193324
西岳峥嵘何壮哉,4,47.485878,15.4444
黄河万里触山动,15,46.393044,30.367327
盘涡毂转秦地雷,15,46.495316,31.093884
荣光休气纷五彩,4,56.113224,12.8480835
千年一清圣人在,4,27.758698,16.493113
巨灵咆哮擘两山,15,46.50504,30.63718
洪波喷箭射东海,15,46.234303,30.442394
我皇手把天地户,4,52.66945,22.122248
丹丘谈天与天语,8,36.010693,-1.4217116
朗如行玉山,4,35.3414,13.906122
万里写入胸怀间,15,44.438267,11.232369
金高南山买君顾,4,20.606348,31.29294
徘徊六合无相知,9,-32.44187,-25.911928
飘若浮云且西去,16,17.24169,-12.952843
不惬还归家,7,-32.311543,6.54471
朱颜谢春晖,6,-20.88743,-0.622064
白发见生涯,13,-22.364319,14.31978
白云堪卧君早归,8,44.544773,-17.948847
青天有月来几时,19,2.3904405,-2.9540534
我今停杯一问之,19,2.8957205,-0.83846074
嫦娥孤栖与谁邻,9,-29.567669,-21.215126
唯愿当歌对酒时,2,50.439484,-1.7184945
月光长照金樽里,16,28.52443,-23.817537
我本楚狂人,2,46.72377,2.1090667
凤歌笑孔丘,4,41.05176,19.11186
五岳寻仙不辞远,15,40.901592,3.7634661
一生好入名山游,8,40.915768,3.7247136
好为庐山谣,8,37.831367,-4.7742233
兴因庐山发,8,37.67384,-4.603922
愿接卢敖游太清,16,31.121317,-8.699549
一醉累月轻王侯,2,48.47927,0.01686701
不忍别,3,-22.400215,-7.864073
还相随,12,18.865059,-19.519987
感君贵义轻黄金,12,21.047932,9.997582
使我醉饱无归心,2,47.689236,-5.0627246
此时行乐难再遇,16,58.196068,-1.4129243
问余别恨今多少,3,-0.7221172,-18.02372
言亦不可尽,19,-0.4896454,-1.955561
情亦不可及,3,-21.789295,-21.790596
寄君千里遥相忆,0,3.2024977,-32.855785
我欲因之梦吴越,16,31.519033,-10.03588
一夜飞度镜湖月,16,32.333042,-11.70411
忽魂悸以魄动,10,-4.155112,8.747404
恍惊起而长嗟,19,-3.5872874,8.512032
世间行乐亦如此,2,58.349594,-4.0227323
古来万事东流水,6,19.893192,23.014442
别君去兮何时还,3,-25.719406,-14.405837
安能摧眉折腰事权贵,15,28.76211,25.816677
使我不得开心颜,7,-19.141623,26.464798
下有伤心之春草,5,-41.57741,-10.35378
正当今夕断肠处,11,-55.848324,-9.104388
骊歌愁绝不忍听,5,-31.69316,-6.739258
吴歌楚舞欢未毕,2,54.20702,-5.1618166
东方渐高奈乐何,7,-19.448301,-17.339035
唯有北风号怒天上来,1,3.1644692,38.441933
念君长城苦寒良可哀,11,-42.304665,4.129675
箭空在,7,2.7842238,6.2636304
人今战死不复回,1,-47.182713,19.587395
不忍见此物,11,-22.079058,-6.9309964
焚之已成灰,6,-48.925476,-29.122114
北风雨雪恨难裁,5,-36.99311,3.2755508
谁人不言此离苦,3,-28.661604,-7.864962
我纵言之将何补,7,-13.184062,26.721268
皇穹窃恐不照余之忠诚,10,-10.781016,28.452517
恸哭兮远望,11,-56.065228,8.965783
帝子泣兮绿云间,11,-54.734486,-3.650717
弃我去者昨日之日不可留,7,-17.835913,-17.114086
乱我心者今日之日多烦忧,5,-30.479586,4.038766
抽刀断水水更流,7,-14.057449,-32.041206
举杯消愁愁更愁,5,-30.88535,0.07251797
人生在世不称意,7,-18.7187,26.90039
明朝散发弄扁舟,8,42.86272,-15.800704
楚歌吴语娇不成,18,-12.656973,3.0610282
似能未能最有情,0,12.583634,-33.8256
谢公正要东山妓,8,32.38516,1.9107242
携手林泉处处行,8,44.477158,-19.975847
人非元气,18,13.715018,16.69306
安得与之久徘徊,16,9.586202,-17.426722
羲和羲和汝奚汩没于荒淫之波,18,-0.34277156,33.970024
逆道违天,1,0.037015136,32.379673
矫诬实多,18,0.75879925,30.716463
吾将囊括大块,15,41.09425,14.53897
浩然与溟涬同科,8,39.957485,13.42753
肠断非关陇头水,3,-55.774113,-8.412325
泪下不为雍门琴,11,-54.577637,0.29436117
巨鳌未斩海水动,10,3.879714,24.290266
鱼龙奔走安得宁,10,3.4406502,24.522982
贤哲栖栖古如此,7,-21.768389,14.698721
今时亦弃青云士,7,-14.44541,30.805038
溧阳酒楼三月春,14,29.993261,-18.461805
杨花茫茫愁杀人,5,-36.456264,-1.8667955
胡雏绿眼吹玉笛,18,8.013267,13.281473
吴歌白纻飞梁尘,14,35.160095,1.6183043
丈夫相见且为乐,2,53.61107,-1.3211007
槌牛挝鼓会众宾,2,55.629086,6.96422
洛阳城中人怨嗟,5,-41.617275,2.526499
我亦东奔向吴国,16,25.39857,4.059928
意气相倾山可移,15,45.380016,25.558668
开心写意君所知,2,46.679367,-7.976791
抚长剑,15,38.63435,30.867195
一扬眉,14,36.04265,11.636456
脱吾帽,2,36.85546,11.795989
向君笑,14,58.206097,-8.414253
为君吟,12,31.754627,4.706117
桥边黄石知我心,12,12.328758,-31.620853
咆哮万里触龙门,15,46.27407,30.411318
尧咨嗟,7,7.116956,16.451914
公无渡河苦渡之,1,-22.859701,16.79811
公乎公乎挂罥于其间,13,-25.060572,21.469053
箜篌所悲竟不还,11,-50.11789,-6.3563952
我欲弯弓向天射,15,38.322945,32.458553
惜其中道失归路,7,-20.673798,-28.856415
客无所托,9,-11.796402,-16.803076
悲与此同,11,-48.10704,4.9881167
国耻未雪,1,-6.8556447,31.989063
何由成名,7,-13.300119,24.114817
为君一击,15,39.243725,31.353848
鹏搏九天,15,42.161198,15.143031
载妓随波任去留,2,47.091507,-6.9005923
兴酣落笔摇五岳,2,48.205864,4.9937577
诗成笑傲凌沧洲,4,41.418972,19.236853
功名富贵若长在,18,15.82868,19.756826
心摇目断兴难尽,0,8.996311,-30.85245
几时可到三山巅,16,29.91784,-8.490542
若待功成拂衣去,8,30.142542,10.734216
武陵桃花笑杀人,14,61.047306,-9.499439
愁倚两三松,5,-34.019375,-2.6464586
仍怜故乡水,17,-3.4837837,-27.213654
万里送行舟,16,-0.8954198,-12.907115
宫中谁第一,18,5.223694,18.199717
愿将腰下剑,15,37.686962,33.867683
直为斩楼兰,15,38.897766,34.08129
功成画麟阁,4,46.354797,22.075848
独有霍嫖姚,4,33.227905,21.621212
玉关殊未入,16,-6.1938787,-8.88512
少妇莫长嗟,16,11.9998665,9.277683
吾爱孟夫子,12,25.256699,7.7825103
高山安可仰,4,11.635631,-1.4404955
徒此揖清芬,16,13.058672,-2.6016731
何时石门路,19,12.38194,-15.750955
重有金樽开,2,52.540455,-3.1681802
飞蓬各自远,17,-10.004918,-16.449617
且尽手中杯,2,52.329853,-0.25350538
此地一为别,3,-25.200647,-14.901664
孤蓬万里征,17,-10.05793,-15.459204
浮云游子意,17,-8.671856,-16.439295
落日故人情,12,-1.4586915,-32.382298
挥手自兹去,16,-2.59686,-10.819113
萧萧班马鸣,3,-24.784714,-13.54701
升沉应已定,18,18.193493,23.206236
不必问君平,8,26.308659,1.8926324
谁念北楼上,17,-14.717496,-25.286818
临风怀谢公,16,6.803067,-15.601745
空忆谢将军,17,-15.384566,-23.10627
余亦能高咏,2,46.148205,6.305504
斯人不可闻,7,-32.178333,-20.704565
寂寥无所欢,9,-35.23311,-25.359793
令人惭漂母,7,-10.491385,21.436674
三谢不能餐,7,-31.445429,14.105651
长安不见使人愁,5,-37.161194,-0.7541973
玲珑望秋月,0,29.448698,-25.613941
低头思故乡,17,-2.4980133,-25.44003
白发三千丈,7,-21.912712,10.285542
缘愁似个长,5,-30.251823,-1.2808785
众鸟高飞尽,9,37.091408,-33.68304
孤云独去闲,8,40.31305,-29.430878
相看两不厌,12,21.425072,-28.822853
只有敬亭山,9,37.430958,-30.522295
还应酿老春,16,22.03879,-11.710513
夜台无李白,3,-32.04736,-20.775114
沽酒与何人,19,-14.622266,-26.543566
思君不见下渝州,3,-23.20033,-17.536837
孤帆一片日边来,14,36.525562,-15.115967
狂客归舟逸兴多,2,47.055832,0.61640793
吾将此地巢云松,8,44.44791,-18.185167
疑是银河落九天,4,47.6538,14.28553
孤帆远影碧空尽,3,-25.584074,-17.362318
我寄愁心与明月,5,-30.006552,-5.3971977
随风直到夜郎西,16,1.2072458,-13.006458
菱歌清唱不胜春,14,31.2367,-18.434868
只今惟有西江月,16,11.842316,-12.565831
一叫一回肠一断,11,-54.593624,-8.723447
三春三月忆三巴,17,-2.1919875,-28.15875
千里江陵一日还,2,50.095627,11.34169
湘浦南迁莫怨嗟,16,19.286695,16.825438
怜君不遣到长沙,7,-12.30053,-3.407935
一为迁客去长沙,17,-12.274954,-7.906822
西望长安不见家,17,-7.162762,-22.409891
我醉欲眠卿且去,2,49.121212,-3.4619417
明朝有意抱琴来,0,8.607071,-25.39205
试借君王玉马鞭,4,35.83904,23.525274
指挥戎虏坐琼筵,4,52.15432,23.523094
南风一扫胡尘静,14,50.798553,17.623058
西入长安到日边,4,43.441635,14.074026
少妇今如此,7,-11.261994,5.2758837
长城恨不穷,7,-4.307689,27.809282
君看似花处,0,13.753425,-36.55867
偏在洛城中,19,10.135091,-9.285583
谁将月里同,19,7.6851974,-23.600462
今夜偏知春气暖,14,27.765678,-19.019676
朝日残莺伴妾啼,3,-46.59503,-11.205116
暝色况复久,9,-50.89027,-25.625158
秋声亦何长,9,-45.019333,-24.934679
孤舟兼微月,9,35.830223,-28.592714
独夜仍越乡,17,-11.093228,-18.803547
咏思劳今夕,16,5.8851295,-12.93506
江汉遥相望,17,-11.382548,-23.971956
乡书何处达,17,-7.613978,-22.69525
归雁洛阳边,17,-7.0622587,-21.795681
风烟万里愁,5,-36.53045,-0.7704204
征马去翩翩,16,16.347582,-14.653479
单于莫近塞,1,10.7040825,41.331627
都护欲临边,15,10.964373,42.009808
功成须献捷,15,47.99292,21.642056
此地空余黄鹤楼,6,-37.12297,-19.571835
白云千载空悠悠,9,35.896343,-33.412693
烟波江上使人愁,5,-37.294422,-3.066976
借问路旁名利客,18,17.27046,28.990839
何如此处学长生,8,31.234695,-8.156359
君家何处住,19,2.6124241,-16.893642
妾住在横塘,0,11.281643,-10.754132
或恐是同乡,19,17.663471,-22.473701
同是长干人,12,22.189352,-5.598452
生小不相识,19,4.4984508,3.4122381
万里不惜死,15,38.719288,39.58413
一朝得成功,4,48.201557,19.1767
大笑向文士,2,59.144604,-8.247383
一经何足穷,4,28.426367,20.884924
古人昧此道,7,0.9427274,25.12333
往往成老翁,6,-15.636317,0.18416679
深觉农夫苦,13,-34.856583,29.679285
尚有献芹心,12,20.575129,8.289433
无因见明主,7,-13.303958,29.21118
我心乃萧索,5,-38.152863,-23.881426
万事空寥落,9,-36.83846,-22.562496
驱马怅不乐,5,-32.1187,-11.35394
永愿拯刍荛,12,30.497908,36.54851
孰云干鼎镬,10,-0.81930685,17.663696
时俗何浮薄,18,5.8836675,29.912306
浮云不堪托,7,-7.864606,-6.696122
吾谋适可用,4,48.01298,18.947542
天路岂寥廓,4,41.777447,13.576282
焉能志鸿鹄,15,25.568375,34.653915
一看有归思,17,-6.374056,-26.467886
我辈今胡为,19,1.2983652,19.732828
浩哉迷所至,19,2.5329843,-5.0497065
我惭经济策,7,-9.83332,22.825872
久欲甘弃置,7,5.7937174,7.333038
如何尚憔悴,13,-25.60909,7.9016075
长歌增郁怏,7,-29.09271,6.5087466
对酒不能醉,7,-19.429592,-19.096064
夫子莫下泪,7,-4.7279215,5.055994
开箧泪沾臆,11,-62.498055,0.05653979
夜台今寂寞,9,-34.318035,-23.92974
契阔多离别,3,-25.599771,-10.688098
万事皆如此,18,18.367916,23.037933
斯人已冥冥,6,-32.643543,-20.364128
殁后家复贫,13,-34.973797,25.37879
弟兄无一人,11,-44.671978,13.10688
十上多苦辛,13,-30.983948,21.5399
白日忽先尽,6,10.251782,-27.148964
边城何萧条,9,-40.178097,-23.76694
每愁胡虏翻,1,-2.715571,28.33211
归来独闭门,9,-34.402763,-27.493174
令人却忆平原君,16,10.057217,-3.7679994
君不见即今交态薄,18,5.1995816,29.881382
黄金用尽还疏索,13,-28.855022,27.246197
以兹感叹辞旧游,6,-14.4688,-18.522358
男儿本自重横行,15,40.634983,26.659477
天子非常赐颜色,4,55.06534,17.334991
战士军前半死生,1,-46.764786,20.78161
美人帐下犹歌舞,18,40.148464,1.2387127
少妇城南欲断肠,11,-56.310123,-8.800238
征人蓟北空回首,17,-8.306113,-12.189065
君不见沙场征战苦,1,-48.326702,18.94732
至今犹忆李将军,16,10.433797,-3.8230636
驱马荒城愁杀人,5,-35.95967,0.7911904
暮天摇落伤怀抱,5,-40.585686,-8.0152025
抚剑悲歌对秋草,5,-42.35963,-4.1918163
宁堪作吏风尘下,13,14.114963,27.968842
拜迎官长心欲碎,13,-22.432037,31.360563
鞭挞黎庶令人悲,1,-37.197853,32.246372
举家尽笑今如此,14,58.545063,-9.262142
梦想旧山安在哉,19,-4.6621623,-5.115751
转忆陶潜归去来,8,49.012165,-19.339596
屈指取公卿,4,31.300016,23.933214
布衣不得干明主,7,-13.382109,30.611197
雁池垂钓心长苦,5,-30.851906,-8.482204
唯君于我最相亲,12,20.799095,-31.144417
且喜百年有交态,14,52.367493,-9.966714
欢娱未尽分散去,3,-20.834753,-24.996458
使我惆怅惊心神,5,-33.96444,-9.700592
丈夫不作儿女别,15,40.46833,27.389896
临歧涕泪沾衣巾,11,-61.93963,-2.2962534
意气能甘万里去,15,41.51278,25.771358
辛勤动作一年行,14,-25.16495,35.990334
击剑酣歌当此时,2,49.83817,3.11245
远别无轻绕朝策,7,-7.8074827,-6.3514647
平戎早寄仲宣诗,16,36.698753,35.536617
功名万里外,15,41.76127,34.462856
心事一杯中,5,-31.51843,-24.055408
离魂莫惆怅,16,26.309217,-1.9988396
看取宝刀雄,15,41.92344,29.105202
谪去君无恨,8,19.49605,15.508689
自当逢雨露,14,24.156431,-16.041075
行矣慎风波,10,-5.3014035,16.181763
匹马行将久,16,-6.9439206,0.3253842
征途去转难,13,-18.37383,16.31956
不知边地苦,1,-5.82986,37.47821
只讶客衣单,9,-36.60198,9.073726
溪冷泉声苦,9,-47.469944,-1.2083924
山空木叶干,9,-43.721058,-25.944479
莫言关塞极,16,27.33918,4.321869
云雪尚漫漫,9,-12.053327,-35.430122
世上谩相识,18,11.979837,19.326487
此翁殊不然,18,7.8446484,20.605595
能更几回眠,6,-17.086481,-29.727516
岂不思故乡,17,-3.1350136,-25.258839
从来感知己,12,22.519846,3.595292
春风送客使人悲,5,-41.451393,-6.3580856
怨别自惊千里外,3,-26.102528,-9.339362
此地从来可乘兴,2,45.18443,-6.3531675
留君不住益凄其,3,-43.499207,-16.81072
嗟君此别意何如,3,-0.6514495,-17.356518
暂时分手莫踌躇,16,26.169794,-2.0282037
旅馆寒灯独不眠,9,-35.282368,-30.460346
客心何事转凄然,5,-43.45298,-16.984417
故乡今夜思千里,17,-4.2314825,-26.999916
霜鬓明朝又一年,6,-17.416924,-1.4461131
营州少年厌原野,16,-16.8303,42.412384
莫愁前路无知己,12,25.156746,-0.32460773
天下谁人不识君,4,25.180126,-0.21302792
借问梅花何处落,16,-10.577202,-29.767334
东风何时至,19,8.437426,-19.941322
已绿湖上山,14,31.75358,-20.197096
自足荡心耳,8,44.059776,-13.56013
颇得清净理,8,43.939396,-23.61006
兴尽方下山,2,47.132954,-5.4281497
何必待之子,16,26.411669,1.6220204
我心多恻隐,11,-43.59443,2.7384508
顾此两伤悲,11,-48.339996,3.2285843
我心终不移,15,31.682297,42.657574
归来悲困极,11,-45.899097,5.185826
兄嫂共相譊,18,-1.332455,30.6395
无钱可沽酒,13,-28.889894,27.131777
何以解劬劳,13,-20.665419,38.32765
日暮待情人,0,5.548201,-24.877748
念君高梧阴,0,2.8603737,-29.069265
复解山中衣,8,42.96703,-9.15952
淹留膳茶粥,13,-27.213316,17.74351
共我饭蕨薇,8,29.17439,6.4774323
自说年来稔,14,25.84616,-15.00389
前村酒可赊,14,45.618446,-2.1339304
别有中天月,16,30.335154,-24.679766
相邀归渡头,16,18.596165,-18.669634
落花如有意,0,14.511877,-35.982334
来去逐船流,16,16.866425,-12.79791
少年心胆雄,15,41.012268,26.252178
死是征人死,1,-43.72938,19.922548
功是将军功,4,47.048122,21.86316
劳歌赴远期,16,-0.27780062,-11.271084
乡心遇物悲,5,-40.209427,-6.183075
故林遥不见,17,-8.294178,-22.330656
